strategy_code,future_id,region,time_period,difference_variable,variable_value_baseline,variable_value_pathway,difference_value,variable,value,name,sector,cb_type,item_1,item_2,Year,strategy,strategy_id,primary_id,ids,gdp_mmm_usd
PFLO:WEM,0.0,bulgaria,7.0,pop_unimproved_rural,772936.249635602,772936.249635602,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0,cb,wali,technical_cost,sanitation,unimp_rural,2022.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,174.31
PFLO:WEM,0.0,bulgaria,8.0,pop_unimproved_rural,758203.7399742947,758203.7399742947,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0,cb,wali,technical_cost,sanitation,unimp_rural,2023.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,177.5277626
PFLO:WEM,0.0,bulgaria,9.0,pop_unimproved_rural,743471.230312992,743471.230312992,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0,cb,wali,technical_cost,sanitation,unimp_rural,2024.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,182.386697462362
PFLO:WEM,0.0,bulgaria,10.0,pop_unimproved_rural,728738.7206516893,728738.7206516893,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2025.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,187.721508363136
PFLO:WEM,0.0,bulgaria,11.0,pop_unimproved_rural,714966.481072853,714966.481072853,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2026.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,193.221748558176
PFLO:WEM,0.0,bulgaria,12.0,pop_unimproved_rural,701194.241494012,701194.241494012,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2027.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,198.342124894968
PFLO:WEM,0.0,bulgaria,13.0,pop_unimproved_rural,687422.0019151757,687422.0019151757,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2028.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,203.77669911709
PFLO:WEM,0.0,bulgaria,14.0,pop_unimproved_rural,673649.7623363346,673649.7623363346,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2029.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,209.044326789267
PFLO:WEM,0.0,bulgaria,15.0,pop_unimproved_rural,659877.5227574982,659877.5227574982,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2030.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,214.050405765561
PFLO:WEM,0.0,bulgaria,16.0,pop_unimproved_rural,646867.4260920007,646867.4260920007,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2031.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,219.007922234336
PFLO:WEM,0.0,bulgaria,17.0,pop_unimproved_rural,633857.329426503,633857.329426503,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2032.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,223.874746300322
PFLO:WEM,0.0,bulgaria,18.0,pop_unimproved_rural,620847.2327610007,620847.2327610007,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2033.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,228.590477475968
PFLO:WEM,0.0,bulgaria,19.0,pop_unimproved_rural,607837.1360955031,607837.1360955031,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0,cb,wali,technical_cost,sanitation,unimp_rural,2034.0,With Existing Measures,6003,74074,cb:wali:technical_cost:sanitation:unimp_rural:6003,233.116651020285
